day_of_season,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,mean_accuracy
70,-0.8496947698399603,-3.284031085485084,1.2639281556627306,-0.7930607187112764,-0.5374219552675255,0.4244949296438959,-2.4152232251768724,-4.974627734797438,1.626355296080067,1.5803487073778235,1.3432835820895521,-0.14259352457641336,-0.08404773911581778,0.16557596783095482,0.801667468334135,0.10375927847394045,0.6537473733364464,0.0,0.011691034173222184
71,-0.8084474509156905,-2.999916436868054,1.2805587892898718,-0.7434944237918215,-0.37935667430648856,0.2672745853313419,-2.301374318939579,-5.174278346227435,1.4512093411175981,1.4515159323198488,1.3681592039800996,-0.033551417547391375,-0.1176668347621449,0.023653709690136405,0.7856341189674524,0.2873333865432197,0.4513969958751654,-0.039821599235425297,0.011091468647615977
72,-0.8991915525490843,-2.916353304921868,1.2472975220355895,-0.7021891780256092,-0.3872599383545404,0.290857636978225,-2.2607139952834023,-5.091090591464936,1.5346121768140117,1.4171605256377222,1.1940298507462688,-0.26002348599228314,-0.13447638258530847,-0.01576913979342427,0.6894340227673561,0.2873333865432197,0.47474511635146704,0.01592863969417012,0.011010259136965824
73,-0.7919485233459824,-2.674020222277931,1.2223515715948778,-0.5947955390334573,-0.43467952264285153,0.3144406886251081,-2.3339025778645195,-5.066134265036187,1.4678899082568808,1.4515159323198488,1.0696517412935325,-0.2851870491528267,-0.1176668347621449,0.03153827958684854,0.7455507455507455,0.3831111820576263,0.2879601525410538,0.00796431984708506,0.010711282808771948
74,-0.6352087114337568,-2.465112392412468,1.2805587892898718,-0.5700123915737298,-0.49790563502726626,0.2515525509000865,-2.3420346425957552,-5.066134265036187,1.4345287739783152,1.520226745684102,0.9950248756218906,-0.2851870491528267,-0.15969070432005378,0.09461483876054562,0.665383998717332,0.3671482161385585,0.07004436142890498,-0.04778591908251035,0.010415641589530091
75,-0.6434581752186108,-2.3564803208824268,1.2805587892898718,-0.7021891780256092,-0.4820991069311626,0.22796949925320337,-2.431487354639343,-5.116046917893686,1.317764804003336,1.3828051189555957,1.0281923714759535,-0.10065425264217413,0.05883341738107245,0.039422849483560674,0.7936507936507936,0.40705563093622793,0.1634368433341116,0.00796431984708506,0.010300038746579901
76,-0.7259528130671506,-2.2729171889362414,1.1724596707134542,-0.5700123915737298,-0.4741958428831107,0.18866441317506485,-2.2688460600146376,-5.099409366941186,1.3761467889908259,1.3055054539208109,0.8872305140961857,-0.14259352457641336,0.00840477391158178,0.19711424741780337,0.7054673721340388,0.43100007981482963,0.13230601603237607,-0.00796431984708506,0.00998121713224807
77,-0.7424517406368586,-2.1977103701846747,1.197405621154166,-0.5865344898802148,-0.51371216312337,0.3065796714094804,-2.1712612832398146,-5.099409366941186,1.1759799833194329,1.1251395688396462,0.8789386401326699,-0.14259352457641336,0.03361909564632712,0.22076795710793976,0.777617444284111,0.42301859685529575,0.14787142968324382,-0.0955718381650207,0.009908990436211036
78,-0.6187097838640488,-2.1225035514331076,1.2722434724763012,-0.553490293267245,-0.4741958428831107,0.3065796714094804,-2.2688460600146376,-5.091090591464936,1.1009174311926606,1.0392510521343294,0.9286898839137645,-0.050327126321087066,-0.01680954782316356,0.2049988173145155,0.23248356581689913,0.3831111820576263,0.2334812047630166,-0.00796431984708506,0.009392051887776118
79,-0.7836990595611284,-2.080721985460015,1.4052885414934309,-0.5865344898802148,-0.46629257883505887,0.2515525509000865,-2.236317801089697,-4.916396306463689,0.9924937447873228,1.0478399038048611,0.8789386401326699,-0.2096963596711961,0.00840477391158178,0.1576913979342427,0.1924001924001924,0.4549445286934312,0.26461203206475215,0.04778591908251035,0.009434228225647824
80,-0.7507012044217126,-1.9303083479568814,1.3886579078662897,-0.5700123915737298,-0.45048605073895515,0.21224746482194795,-1.9516955354964627,-4.982946510273687,1.1426188490408673,1.0048956454522031,0.7794361525704809,-0.10065425264217413,-0.10926206085056311,0.04730741938027281,0.0801667468334135,0.3831111820576263,0.31909097984278934,-0.023892959541255174,0.009015273145200727
81,-0.6187097838640488,-1.921952034762263,1.363711957425578,-0.5782734407269724,-0.4820991069311626,0.17294237874380944,-1.7321297877531106,-4.916396306463689,1.1592994161801502,0.9018294254058232,0.7462686567164178,-0.06710283509478275,-0.10926206085056311,0.04730741938027281,0.160333493666827,0.2633889376646181,0.14008872285780996,-0.11150047785919083,0.008606997912415051
82,-0.585711928724633,-1.8885267819837885,1.3553966406120075,-0.5452292441140025,-0.3477436181142812,0.09433220658753243,-1.7727901114092868,-5.124365693369936,1.0175145954962468,0.9361848320879499,0.6135986733001658,0.016775708773695688,-0.15128593040847202,0.1813451076243791,0.13628346961680296,0.23146300582648255,0.26461203206475215,0.0,0.008479533100063564
83,-0.6104603200791948,-1.9303083479568814,1.4136038583070014,-0.4708798017348203,-0.31613056192207384,0.15722034431255405,-1.7321297877531106,-5.066134265036187,0.9341117597998333,0.8502963153826334,0.5472636815920399,0.016775708773695688,-0.19330979996638092,0.26807537648821256,0.07215007215007214,0.10375927847394045,0.30352556619192156,-0.11150047785919083,0.008387575179877635
84,-0.6434581752186108,-1.9637336007353556,1.505072343256278,-0.3634861627426683,-0.46629257883505887,0.11791525823441552,-1.6833373993656988,-5.066134265036187,0.884070058381985,0.8760628703942283,0.5804311774461027,-0.14259352457641336,-0.15128593040847202,0.33115193566190965,-0.07215007215007214,0.23146300582648255,0.3735699276208265,-0.039821599235425297,0.00860668326951455
85,-0.8084474509156905,-1.88017046878917,1.6713786795276901,-0.27261462205700127,-0.6006480676519402,0.11791525823441552,-1.5532243636659349,-5.190915897179935,0.7839866555462884,0.8502963153826334,0.6799336650082919,-0.11742996141586982,-0.12607160867372666,0.18922967752109124,-0.0160333493666827,0.2873333865432197,0.2879601525410538,-0.08760751831793565,0.008622887276854762
86,-0.8991915525490843,-1.8551015292053146,1.6713786795276901,-0.3552251135894259,-0.8851655733818067,0.18080339595943715,-1.5450922989346996,-5.1576407952749355,0.8340283569641368,0.8159409087005067,0.6550580431177446,-0.16775708773695688,-0.10926206085056311,0.40211306473231884,-0.0481000481000481,0.18357410806927926,0.20235037746128104,-0.2468939152596368,0.009008153838563815
87,-0.8166969147005444,-1.5709868805882845,1.654748045900549,-0.3056588186699711,-1.0906504386311546,0.18080339595943715,-1.5532243636659349,-5.066134265036187,0.7172643869891576,0.712874688654127,0.5887230514096186,-0.12581781580271767,-0.1176668347621449,0.291729086178349,0.1924001924001924,0.39109266501716017,0.1089578955560744,-0.14335775724753105,0.008682659720649518
88,-0.7424517406368586,-1.5876995069775215,1.6214867786462663,-0.26435357290375877,-1.4225875286493321,0.19652543039069256,-1.3499227453850533,-5.007902836702438,0.6171809841534612,0.6527527269604054,0.5555555555555556,-0.31035061231337024,-0.12607160867372666,0.26807537648821256,0.20041686708353376,0.3831111820576263,-0.046696240952603316,-0.15928639694170119,0.008618015384151174
89,-0.7754495957762745,-1.5876995069775215,1.6880093131548313,-0.3552251135894259,-1.4542005848415396,0.12577627545004325,-1.2929982922664065,-5.016221612178687,0.7339449541284404,0.6699304303014687,0.5555555555555556,-0.16775708773695688,-0.07564296520423601,0.29961365607506113,0.29661696328362996,0.2873333865432197,0.06226165460347109,-0.12742911755336095,0.008650925591788964
90,-0.8084474509156905,-1.6294810729506142,1.4302344919341428,-0.27261462205700127,-0.3951632024025923,-0.03144406886251081,-1.3499227453850533,-5.149322019798685,0.5087572977481234,0.4723868418792408,0.27363184079601993,-0.1509813789632612,-0.30257186081694404,0.291729086178349,0.4008337341670675,0.37512969909809246,0.0544789477780372,-0.04778591908251035,0.007747175711563297
91,-0.7919485233459824,-1.621124759755996,1.3387660069848661,-0.2808756712102437,-0.4820991069311626,-0.05502712050939392,-1.2848662275351712,-4.79993344979619,0.45037531276063386,0.45520913853817746,0.38971807628524047,-0.09226639825532629,-0.41183392166750715,0.24442166679807617,0.3928170594837262,0.3032963524622875,0.1089578955560744,0.0,0.007501964826597808
92,-0.8001979871308365,-1.6796189521183251,1.2805587892898718,-0.19000413052457663,-0.5216154271714217,-0.03144406886251081,-1.2279417744165244,-4.625239164794942,0.5337781484570475,0.4637979902087091,0.29021558872305137,-0.08387854386847844,-0.5042864346949066,0.26807537648821256,0.24851691518358185,0.21550003990741481,0.038913534127169434,0.08760751831793565,0.007272883546825287
93,-0.7754495957762745,-1.5542742541990473,1.3720272742391486,-0.14869888475836432,-0.5295186912194737,-0.10219322380316014,-1.25233796861023,-4.533732634556193,0.4420350291909925,0.3779094735033926,0.1990049751243781,-0.08387854386847844,-0.3614052781980165,0.26807537648821256,0.29661696328362996,0.15164817623114374,-0.07004436142890498,0.11150047785919083,0.007016861767965685
94,-0.6269592476489028,-1.4957800618367176,1.4052885414934309,-0.024783147459727387,-0.5295186912194737,-0.023583051646883107,-1.122224932910466,-4.583645287413693,0.45871559633027525,0.26625440178648113,0.22388059701492538,-0.15936923335010905,-0.31938140864010756,0.3784593550421825,0.32868366201699534,0.047888897757203286,-0.0544789477780372,0.00796431984708506,0.006698255211773722
95,-0.5444646098003629,-1.3453664243335839,1.363711957425578,-0.04956629491945477,-0.5769382755077848,-0.05502712050939392,-1.0978287387167602,-4.517095083603693,0.3502919099249375,0.22331014343382288,0.2404643449419569,-0.08387854386847844,-0.29416708690536225,0.3469210754553339,0.5050505050505051,0.0,-0.12452330920694218,-0.135393437400446,0.006585554922780221
96,-0.4867183633063851,-1.31194117155511,1.3886579078662897,0.04130524576621231,-0.51371216312337,-0.047166103293766214,-1.000243961941937,-4.650195491223692,0.3502919099249375,0.16318818174010136,0.1824212271973466,-0.1342056701895655,-0.27735753908219873,0.40211306473231884,0.46496713163379827,0.039907414797669405,-0.1089578955560744,-0.06371455877668047,0.006459480556504142
97,-0.511466754660947,-1.1698838472465949,1.322135373357725,0.1982651796778191,-0.3872599383545404,-0.09433220658753243,-0.967715703016996,-4.616920389318692,0.3919933277731442,0.0687108133642532,0.01658374792703151,-0.11742996141586982,-0.2353336695242898,0.354805645352046,0.4729838063171396,0.09577779551440657,-0.12452330920694218,0.039821599235425297,0.006214412815472998
98,-0.536215146015509,-0.9776886437703685,1.3387660069848661,0.1982651796778191,-0.4030664664506441,-0.15722034431255405,-0.935187444092055,-4.608601613842443,0.21684737281067556,-0.00858885167053165,-0.02487562189054726,-0.14259352457641336,-0.24373844343587156,0.33903650555862175,0.4329004329004329,0.22348152286694867,-0.07004436142890498,0.07964319847085059,0.006075978155975588
99,-0.5692130011549249,-0.9860449569649871,1.3304506901712956,0.19000413052457663,-0.2450011854896072,-0.15722034431255405,-0.8619988615109377,-4.558688960984943,0.1000834028356964,0.02576655501159495,-0.008291873963515755,-0.04193927193423922,-0.26895276517061695,0.10249940865725775,0.4729838063171396,0.3112778354218214,-0.2101330842867149,0.04778591908251035,0.0058268533632194084
100,-0.5774624649397789,-0.9108381382134203,1.3138200565441545,0.2891367203634862,-0.410969730498696,-0.24369153368445878,-0.935187444092055,-4.450544879793695,0.12510425354462051,0.0515331100231899,0.04145936981757877,-0.14259352457641336,-0.4706673390485796,0.0,0.3848003848003848,0.3112778354218214,-0.14787142968324382,0.15132207709461612,0.006087933495633441
101,-0.4619699719518231,-0.6768613687641012,1.322135373357725,0.3056588186699711,-0.3635501462103849,-0.2987186541938527,-0.9433195088232902,-4.417269777888695,0.09174311926605505,-0.00858885167053165,0.08291873963515754,-0.025163563160543533,-0.4286434694906707,-0.05519198927698494,0.34471701138367805,0.31925931838135524,-0.20235037746128104,0.135393437400446,0.005824140831659191
102,-0.33822801517901335,-0.6016545500125344,1.3304506901712956,0.33870301528294094,-0.4267762585947996,-0.35374577470324664,-0.8945271204358787,-4.309125696697446,-0.11676396997497916,-0.0515331100231899,0.09950248756218905,-0.050327126321087066,-0.31938140864010756,-0.0709611290704092,0.1443001443001443,0.34320376725995694,-0.24904661841388437,0.08760751831793565,0.005625465778311689
103,-0.27223230490018147,-0.6434361159856271,1.3803425910527192,0.38000826104915325,-0.37145341025843676,-0.2515525509000865,-0.9758477677482313,-4.342400798602446,-0.12510425354462051,-0.0515331100231899,0.20729684908789386,-0.10065425264217413,-0.30257186081694404,-0.14980682803753056,0.1924001924001924,0.40705563093622793,-0.2334812047630166,0.12742911755336095,0.0058414483890566835
104,-0.22273552219105758,-0.5849419236232974,1.3138200565441545,0.3552251135894259,-0.22129139334545167,-0.22796949925320337,-0.8538667967797022,-4.342400798602446,-0.1501251042535446,-0.0515331100231899,0.3731343283582089,-0.0754906894816306,-0.26895276517061695,0.0,0.21645021645021645,0.39109266501716017,-0.26461203206475215,0.16725071678878625,0.005600495961964914
105,-0.23098498597591155,-0.6267234895963901,1.2805587892898718,0.29739776951672864,-0.15806528096103692,-0.19652543039069256,-0.7562820200048792,-4.126112636219948,-0.2585487906588824,-0.1545993300695697,0.43946932006633493,-0.04193927193423922,-0.19330979996638092,0.09461483876054562,0.24851691518358185,0.35118525021949076,-0.24126391158845045,0.04778591908251035,0.005413268749714138
106,-0.21448605840620358,-0.5180914180663491,1.1724596707134542,0.322180916976456,-0.05532284833636292,-0.023583051646883107,-0.6749613726925267,-4.0013310040762,-0.32527105921601335,-0.1030662200463798,0.02487562189054726,0.05871498070793491,-0.08404773911581778,0.23653709690136404,0.160333493666827,0.2633889376646181,-0.07782706825433887,0.023892959541255174,0.004633539732177517
107,-0.3052301600395974,-0.5598729840394419,0.7483785132213537,0.2395704254440314,-0.04741958428831107,0.015722034431255406,-0.5204521427990567,-3.8349554945512025,-0.23352793994995832,-0.11165507171691144,0.0746268656716418,-0.016775708773695688,-0.03361909564632712,0.29961365607506113,0.160333493666827,0.3112778354218214,-0.10117518873064052,0.07167887862376553,0.004269936151717167
108,-0.2062365946213496,-0.37603409375783403,0.3492433061699651,0.3965303593556382,-0.07112937643246661,0.03930508607813851,-0.3984711718305277,-3.6935363114549533,-0.06672226855713094,-0.0515331100231899,0.01658374792703151,-0.008387854386847844,0.04202386955790889,0.48095876369944024,0.0962000962000962,0.14366669327160986,-0.12452330920694218,0.08760751831793565,0.0036937186282494467
109,-0.14024088434251772,-0.2423330826439375,0.0,0.20652622883106153,-0.06322611238441476,-0.023583051646883107,-0.20330161828088153,-3.3691040678812083,0.0,-0.1889547367516963,-0.008291873963515755,0.04193927193423922,0.19330979996638092,0.5440353228731373,0.0962000962000962,0.15164817623114374,-0.12452330920694218,-0.07964319847085059,0.003153811573116059
110,0.0,0.0,,0.0,0.0,0.0,0.0,-3.21936610930871,,0.0,0.0,0.0,0.0,0.5992273121501223,0.0,0.0,0.0,0.0,0.0023866208884117703
111,,,,,,,,-2.470676316446219,,,,,,0.5440353228731373,,,,,0.015073558196596781
112,,,,,,,,-1.8634057066799765,,,,,,0.4967279034928645,,,,,0.011800668050864205
113,,,,,,,,-1.272772647866234,,,,,,0.22865252700465188,,,,,0.00750712587435443
114,,,,,,,,-0.6239081607187422,,,,,,0.09461483876054562,,,,,0.0035926149973964394
115,,,,,,,,0.0,,,,,,0.0,,,,,0.0
